Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Unnamed: 69
Arab World,ARB,"Adjusted net enrolment rate, lower secondary, both sexes (%)",UIS.NERA.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, lower secondary, female (%)",UIS.NERA.2.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, lower secondary, gender parity index (GPI)",UIS.NERA.2.GPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, lower secondary, male (%)",UIS.NERA.2.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,54.8221206665039,54.8941383361816,56.2094383239746,57.2671089172363,57.991138458252,59.3655395507813,60.9999618530273,61.922679901123,62.6934204101563,64.383186340332,65.6177673339844,66.0851516723633,66.6081390380859,67.2904510498047,68.5100936889648,69.0332107543945,69.9449081420898,71.0418701171875,71.6937789916992,71.6990966796875,71.9958190917969,72.6028366088867,70.0327224731445,70.4648208618164,72.6456832885742,71.8117599487305,73.9035110473633,74.4252014160156,75.1108169555664,76.2543182373047,77.2456817626953,78.8005218505859,80.051399230957,80.8053894042969,81.607063293457,82.4894866943359,82.6855087280273,83.2803421020508,84.0118713378906,84.1959609985352,85.2119979858398,85.2451400756836,86.1016693115234,85.5119400024414,85.3201522827148,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,43.3511009216309,43.3181495666504,44.6407012939453,45.8457183837891,46.4495010375977,48.3638916015625,50.0461883544922,51.2452812194824,52.2423210144043,54.7543716430664,56.4867897033691,57.3146591186523,58.2260513305664,59.2892303466797,60.7481803894043,61.5208702087402,62.7349510192871,64.1158828735352,65.0996627807617,65.1292037963867,65.8274917602539,66.7970275878906,63.2604293823242,63.972110748291,67.0330429077148,65.7615585327148,68.7807998657227,69.2670516967773,70.4353866577148,72.0472869873047,73.2756195068359,75.1329803466797,76.6410217285156,77.6535797119141,78.4853973388672,79.4757690429688,79.6083297729492,80.5824203491211,81.4738006591797,81.695686340332,82.8716506958008,82.8613891601563,84.4014129638672,83.9140319824219,83.8208312988281,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, primary, gender parity index (GPI)",UIS.NERA.1.GPI,0.658569991588593,0.6564000248909,0.663290023803711,0.672039985656738,0.672609984874725,0.691760003566742,0.699949979782104,0.710139989852905,0.718429982662201,0.743740022182465,0.759440004825592,0.769249975681305,0.779860019683838,0.790709972381592,0.799610018730164,0.806770026683807,0.8160600066185,0.825129985809326,0.834190011024475,0.834760010242462,0.844659984111786,0.854319989681244,0.826489984989166,0.83407998085022,0.859089970588684,0.8473100066185,0.872659981250763,0.87269002199173,0.884940028190613,0.897369980812073,0.904060006141663,0.912750005722046,0.919790029525757,0.92629998922348,0.927680015563965,0.930840015411377,0.929620027542114,0.938459992408752,0.942499995231628,0.943470001220703,0.94761997461319,0.946699976921082,0.962080001831055,0.96408998966217,0.966199994087219,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,65.8262329101563,65.9935836791992,67.3018569946289,68.2190780639648,69.0590133666992,69.91455078125,71.49951171875,72.1620635986328,72.7176895141602,73.6199722290039,74.3799819946289,74.5071334838867,74.6626281738281,74.9818267822266,75.972541809082,76.2554931640625,76.8750534057617,77.703857421875,78.0393676757813,78.0218887329102,77.9338531494141,78.1874923706055,76.5410995483398,76.6974182128906,78.0281295776367,77.6119003295898,78.8174896240234,79.3720397949219,79.5935363769531,80.2875289916992,81.0513687133789,82.3150482177734,83.3240585327148,83.8322296142578,84.6043930053711,85.3802871704102,85.6350784301758,85.8666915893555,86.4441375732422,86.590690612793,87.4525833129883,87.5265197753906,87.7281723022461,87.0398788452148,86.7533874511719,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Adjusted net enrolment rate, upper secondary, both sexes (%)",UIS.NERA.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
